"","EXP1.WT.HOME.1","EXP1.WT.HOME.2","EXP1.WT.HOME.3","EXP1.WT.LEARN.1","EXP1.WT.LEARN.2","EXP1.WT.LEARN.3","EXP1.KIX.LEARN.1","EXP1.KIX.LEARN.2","EXP1.KIX.LEARN.3","EXP2.WT.HOME.1","EXP2.WT.HOME.2","EXP2.WT.HOME.3","EXP2.WT.LEARN.1","EXP2.WT.LEARN.2","EXP2.WT.LEARN.3","EXP2.WT.LEARN.4","EXP2.KIX.LEARN.1","EXP2.KIX.LEARN.2","EXP2.KIX.LEARN.3","EXP2.KIX.LEARN.4"
"ENSMUSG00000018481.9",2265,2455,4353,3778,4220,3743,3621,2668,4160,3437,3859,1459,2780,4067,2040,1671,3763,3509,1668,1599
"ENSMUSG00000080791.1",6,9,15,10,15,16,3,10,6,0,0,0,3,2,1,1,1,3,0,0
"ENSMUSG00000085628.4",10,8,29,4,12,21,12,11,15,10,15,3,9,13,9,2,13,13,8,4
"ENSMUSG00000088136.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020525.17",393,456,811,674,800,667,677,387,811,638,668,216,502,790,309,308,628,616,313,283
"ENSMUSG00000059439.15",2224,2445,3709,3470,3660,3183,3231,1930,3585,2202,2530,843,1727,2492,1211,1084,2202,2496,1007,883
"ENSMUSG00000087779.1",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086199.7",20,27,35,13,30,25,5,7,16,1,0,0,1,0,0,0,0,2,2,0
"ENSMUSG00000093278.1",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000085514.1",3,8,3,7,2,0,3,2,10,0,0,0,1,1,1,0,1,0,0,0
"ENSMUSG00000089508.1",2,0,0,4,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087013.7",0,12,9,5,14,7,11,7,7,7,7,3,5,14,1,5,5,14,8,8
"ENSMUSG00000000093.6",97,71,130,79,70,91,76,34,75,121,153,35,95,159,66,65,106,126,60,45
"ENSMUSG00000069785.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000094.12",5,6,15,7,12,4,8,9,6,9,10,5,12,12,5,8,8,7,6,9
"ENSMUSG00000081632.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034329.16",6,6,12,9,9,9,10,1,6,2,6,2,1,6,2,7,7,5,2,1
"ENSMUSG00000080823.1",8,12,18,19,26,18,12,17,21,0,1,0,1,2,0,1,1,2,0,2
"ENSMUSG00000085208.3",252,255,536,424,430,441,397,274,404,428,534,190,308,568,260,212,400,458,241,194
"ENSMUSG00000018068.13",703,801,1428,1260,1205,1246,1072,806,1317,958,1129,430,750,1016,576,526,947,1014,502,493
"ENSMUSG00000034297.14",2675,2813,5797,4153,5355,4508,4412,3418,5234,2329,2629,1043,1958,2726,1379,1192,2485,2736,1222,1100
"ENSMUSG00000088230.1",7,12,9,3,14,4,3,5,3,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000088091.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064526.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020521.7",276,236,556,453,487,493,447,374,508,740,1000,364,611,1030,483,436,808,920,460,409
"ENSMUSG00000020516.15",797,882,1821,1397,1547,1558,1508,1175,1710,2001,2295,923,1582,2339,1103,1013,2086,2205,973,970
"ENSMUSG00000020513.15",101,92,204,162,144,175,164,99,157,256,410,139,238,307,145,141,342,347,171,139
"ENSMUSG00000018171.9",1458,1533,2791,2582,2666,2647,2487,1804,2671,3151,3764,1502,2573,3923,1850,1726,3246,3516,1604,1394
"ENSMUSG00000065455.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083992.1",137,153,271,180,256,219,241,162,244,57,71,48,32,36,55,38,37,46,50,65
"ENSMUSG00000072582.9",360,348,725,625,712,616,585,531,777,866,1027,384,675,993,472,453,923,1034,472,405
"ENSMUSG00000047126.17",19228,20130,35113,31306,36415,32287,31814,23197,33194,19924,23711,8850,15752,23397,11552,9846,19925,19376,9591,9067
"ENSMUSG00000018425.18",590,641,1386,982,1172,1053,1134,858,1160,1236,1561,573,963,1553,733,654,1213,1512,675,565
"ENSMUSG00000018427.7",1028,1035,2133,1861,1767,1641,1553,1047,1560,1534,1800,692,1270,1855,883,762,1519,1560,751,731
"ENSMUSG00000088816.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000061666.6",843,849,1616,1513,1536,1531,1378,1039,1574,1732,2079,876,1489,2035,993,894,1885,1973,873,788
"ENSMUSG00000085991.1",4,2,5,3,6,7,5,4,8,1,1,1,0,2,0,1,1,3,3,0
"ENSMUSG00000020495.13",524,594,849,829,841,754,813,516,873,726,815,310,551,856,411,342,717,709,359,307
"ENSMUSG00000082507.1",2,3,6,12,1,2,3,9,9,4,10,2,6,5,3,5,7,11,2,2
"ENSMUSG00000020493.8",8,5,25,15,6,8,8,7,9,21,25,10,32,24,25,13,24,24,12,15
"ENSMUSG00000020492.11",180,185,373,304,346,327,271,219,289,478,619,234,388,687,292,274,478,636,310,265
"ENSMUSG00000065589.1",3,0,4,5,5,2,2,3,10,0,1,1,2,1,0,0,0,4,0,0
"ENSMUSG00000085310.7",2,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0,2,1,0,0
"ENSMUSG00000018548.15",7222,7327,14291,13478,13925,13707,12751,8840,14892,11238,12760,4983,9289,13143,6403,5511,11675,11550,5417,5011
"ENSMUSG00000046442.4",14077,15514,23763,22307,26174,22568,21415,15141,23404,15964,17358,7542,13377,18645,9089,8149,16268,17266,8097,7261
"ENSMUSG00000080976.1",7,15,22,9,14,6,4,6,16,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088001.1",2,3,7,5,14,3,5,3,6,0,1,0,2,0,0,0,1,0,0,0
"ENSMUSG00000007646.13",49,67,116,108,92,97,89,77,110,133,219,64,89,196,85,82,150,174,70,80
"ENSMUSG00000010342.16",16,15,29,30,35,23,14,21,29,13,24,4,19,20,5,11,19,19,9,11
"ENSMUSG00000095969.1",66,47,45,46,37,38,26,19,47,0,0,1,0,0,0,0,1,0,0,0
"ENSMUSG00000096205.1",213,140,156,140,176,183,177,119,192,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105025.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098943.1",2,2,2,2,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088184.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104856.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099291.1",2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098641.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104896.1",0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083894.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000098925.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105115.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090107.1",4,5,1,2,2,5,2,0,0,0,1,0,0,3,0,1,0,2,3,0
"ENSMUSG00000020486.18",4778,4323,8205,7671,7179,5545,5660,4595,5833,7215,7468,2778,5352,8552,3673,3729,6098,7781,2934,2621
"ENSMUSG00000018401.17",4538,5426,8530,9767,7786,8303,6266,4212,7245,3796,4497,1705,3109,4639,2114,1790,4055,3905,1812,1618
"ENSMUSG00000070345.3",14,11,40,16,23,12,24,16,30,21,26,12,17,23,12,6,19,25,11,4
"ENSMUSG00000034177.15",204,201,307,266,239,163,211,154,223,140,200,73,107,201,103,67,122,151,64,59
"ENSMUSG00000087792.1",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085972.1",4,2,4,1,1,3,1,1,7,1,1,1,2,3,0,1,0,3,0,1
"ENSMUSG00000020485.14",589,592,1118,944,962,1026,912,611,1112,1107,1484,464,909,1291,555,517,1163,1241,538,509
"ENSMUSG00000084796.1",14,11,22,13,6,4,13,4,7,2,6,1,0,5,4,1,5,8,1,2
"ENSMUSG00000065420.2",1,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1
"ENSMUSG00000105196.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034156.16",21046,20135,22093,22691,25592,21708,19782,11723,22053,16445,17519,5773,12551,17568,8517,7229,15995,17115,7576,6635
"ENSMUSG00000009350.13",16,19,17,14,17,13,17,10,31,17,15,3,6,12,7,13,15,15,6,5
"ENSMUSG00000085872.1",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000009356.12",34,27,41,50,47,40,37,20,33,24,28,8,10,39,7,11,28,34,17,17
"ENSMUSG00000034121.12",168,142,297,217,211,163,214,163,226,362,396,125,256,466,176,199,306,363,188,160
"ENSMUSG00000052234.2",14,9,19,10,14,17,13,4,13,3,8,3,10,8,0,4,9,8,0,4
"ENSMUSG00000093839.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093920.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060787.9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000083135.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044639.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000020483.14",13257,13049,15157,15422,16541,14836,13819,8350,16163,17846,21324,7223,14191,20672,9232,8260,17625,19315,8337,7933
"ENSMUSG00000086193.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000096983.1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000018379.17",501,510,970,837,844,801,769,548,977,872,952,280,604,1002,422,365,912,1018,392,330
"ENSMUSG00000087373.7",0,0,3,2,0,0,0,0,0,8,5,1,7,1,1,1,3,5,1,0
"ENSMUSG00000018377.10",210,183,289,292,304,270,291,203,303,198,215,67,157,243,124,77,192,183,91,91
"ENSMUSG00000018378.13",382,388,519,497,428,464,455,280,466,454,552,165,346,580,214,216,489,503,222,190
"ENSMUSG00000023723.17",301,305,445,435,502,483,444,303,528,482,665,196,399,591,279,221,501,561,226,228
"ENSMUSG00000108634.1",1,1,2,0,2,2,2,1,0,0,7,0,0,1,0,1,0,1,0,1
"ENSMUSG00000034031.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081304.1",4,5,1,3,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000069769.13",2806,3328,6209,4495,4961,4618,4277,3423,4749,3289,4404,1321,2813,4531,1892,1681,3674,3599,1703,1584
"ENSMUSG00000092985.1",5,17,14,8,13,16,12,12,13,2,4,0,2,6,2,1,3,4,1,1
"ENSMUSG00000085246.1",42,89,98,54,47,29,41,41,49,9,6,2,4,15,4,4,3,10,3,5
"ENSMUSG00000084411.2",1,7,12,4,3,0,0,6,4,1,1,3,3,2,1,1,0,1,0,0
"ENSMUSG00000087574.1",106,117,178,138,164,167,176,116,156,213,268,81,156,216,91,92,195,202,92,100
"ENSMUSG00000085646.1",1,0,2,0,0,0,0,0,0,2,3,0,1,1,1,0,2,1,2,0
"ENSMUSG00000018428.15",3144,3357,4717,4635,4520,4322,3849,2528,4363,2057,2348,830,1646,2323,1079,943,2147,2314,970,926
"ENSMUSG00000092399.1",10,16,13,19,13,19,6,2,8,2,0,0,6,3,0,0,1,0,0,0
"ENSMUSG00000065012.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087338.2",0,7,5,6,3,0,0,0,1,17,22,3,10,10,5,7,12,14,8,3
"ENSMUSG00000000278.10",290,314,588,473,454,514,450,365,494,541,751,207,392,738,298,284,469,542,300,264
"ENSMUSG00000057534.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000033983.13",517,537,922,942,839,890,798,562,959,795,964,360,671,987,461,381,843,893,411,369
"ENSMUSG00000081766.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"ENSMUSG00000085152.1",5,2,2,2,8,1,4,2,2,0,1,1,0,3,1,0,0,0,0,0
"ENSMUSG00000000275.16",262,328,440,387,380,342,334,252,310,301,398,147,230,406,176,140,283,349,186,182
"ENSMUSG00000000276.11",2765,2801,5151,4676,4911,4676,4251,3068,4846,3665,4171,1422,2993,3926,2073,1799,3636,3786,1766,1648
"ENSMUSG00000063109.13",6,1,5,9,4,3,7,2,8,3,14,4,10,4,2,2,14,6,4,0
"ENSMUSG00000072553.10",1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000088798.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086919.1",0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089485.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048616.4",189,201,255,193,217,181,197,136,211,249,223,94,182,199,102,92,219,250,114,85
"ENSMUSG00000085798.1",7,2,3,5,2,3,9,5,1,8,13,3,3,11,0,3,8,14,1,2
"ENSMUSG00000047773.13",198,35,178,104,57,33,65,140,64,37,21,7,24,37,16,11,36,26,14,14
"ENSMUSG00000020553.8",40,47,65,66,72,70,77,66,85,57,95,25,36,94,34,38,55,75,36,42
"ENSMUSG00000069763.3",117,175,240,230,243,276,259,178,293,408,517,201,342,442,247,223,474,524,219,222
"ENSMUSG00000085074.1",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0
"ENSMUSG00000077706.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110344.1",173,230,294,246,296,323,297,152,306,248,256,106,223,257,140,155,215,339,96,114
"ENSMUSG00000109967.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ENSMUSG00000003948.17",5323,5817,8156,7738,9356,8934,8629,5708,8886,10072,11234,4524,8293,11371,6063,5513,9652,12240,5332,4541
"ENSMUSG00000003949.16",2729,4073,4708,5210,6272,4763,4706,2508,6338,5847,6577,2670,4294,6578,2955,2485,5683,5798,2352,2232
"ENSMUSG00000020546.14",360,339,674,572,661,599,514,484,641,857,1105,386,646,1135,536,474,845,917,530,467
"ENSMUSG00000083268.1",6,5,9,5,5,7,9,0,6,0,0,0,1,0,1,1,3,0,0,0
"ENSMUSG00000081043.1",5,0,7,5,4,6,3,2,5,15,11,5,8,13,8,4,15,12,5,8
"ENSMUSG00000020544.14",109,113,221,165,171,150,162,103,173,213,219,90,160,240,90,88,186,192,95,77
"ENSMUSG00000020541.12",266,236,533,511,548,499,473,421,505,761,1031,341,651,1079,475,425,824,876,471,431
"ENSMUSG00000088020.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000085940.1",0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,0,0,1,3,1
"ENSMUSG00000083764.1",1,6,18,6,5,8,6,1,8,0,0,0,0,0,0,2,1,0,0,0
"ENSMUSG00000046755.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081630.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093113.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081363.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081141.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087810.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056158.14",885,781,1333,1074,1401,1370,1403,845,1556,1915,2255,701,1330,2148,1050,831,1914,1831,912,979
"ENSMUSG00000064743.1",1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082453.1",10,3,3,13,9,11,8,4,6,0,1,2,0,0,2,0,2,0,1,0
"ENSMUSG00000080872.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054079.12",398,452,788,727,726,694,693,478,771,735,919,342,585,916,415,396,839,884,404,373
"ENSMUSG00000059474.13",382,507,1020,655,886,779,734,596,887,1279,1503,495,1042,1484,723,629,1308,1421,674,667
"ENSMUSG00000020857.11",49,48,67,70,62,83,63,34,85,55,74,26,40,58,45,31,53,75,25,31
"ENSMUSG00000091228.1",0,1,0,0,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037601.11",1157,1274,1836,1728,1847,1847,1715,1152,1949,2126,2593,897,1675,2417,1103,1031,2204,2327,1077,949
"ENSMUSG00000020859.16",6060,6508,13936,11141,12649,12094,11948,9160,13880,10631,12232,4758,8616,11910,6262,5330,11203,10491,5197,5401
"ENSMUSG00000081604.5",38,42,51,33,51,42,43,13,41,3,1,1,2,1,3,1,0,2,3,3
"ENSMUSG00000086003.7",23,18,40,46,20,26,23,17,27,21,36,14,21,44,7,9,28,26,11,17
"ENSMUSG00000037573.5",519,530,840,764,1004,827,758,546,862,1166,1430,500,1300,1792,864,783,1461,1611,894,778
"ENSMUSG00000044177.4",111,86,641,149,303,329,324,299,125,25,322,8,16,573,31,64,16,58,30,51
"ENSMUSG00000109265.1",22,5,29,18,16,18,11,3,13,3,4,3,1,1,1,0,2,3,0,0
"ENSMUSG00000094091.2",7,12,25,11,7,12,13,6,11,1,0,0,1,1,0,0,1,0,0,0
"ENSMUSG00000020863.15",2172,2458,4805,2990,3188,3515,3018,2617,3981,8662,10292,3479,6666,9695,5035,4595,8754,9532,4548,4494
"ENSMUSG00000020864.13",3155,3330,5132,4723,4740,4289,4395,3352,4856,4527,5434,1885,3831,5509,2548,2363,4814,5560,2365,2046
"ENSMUSG00000020865.16",233,292,315,359,358,295,282,202,332,111,125,32,78,141,52,38,81,101,52,41
"ENSMUSG00000020866.17",5898,7383,6998,6642,7604,6881,4908,3243,7036,4187,4487,1616,3373,4169,2211,1807,4178,2962,1892,1671
"ENSMUSG00000020867.13",5,8,9,9,6,7,6,6,3,3,2,3,2,4,4,0,4,3,2,3
"ENSMUSG00000010080.15",339,234,650,281,372,601,399,507,247,100,269,35,76,624,159,112,88,77,205,106
"ENSMUSG00000039110.14",97,57,197,90,98,88,96,109,95,121,219,45,82,321,101,63,113,124,131,82
"ENSMUSG00000039096.10",364,400,505,458,511,449,381,258,503,639,781,228,473,777,349,274,595,534,279,258
"ENSMUSG00000076435.3",715,1020,938,759,1193,772,774,476,761,574,706,213,397,722,316,261,527,643,264,237
"ENSMUSG00000039084.8",32,24,33,21,24,20,16,8,9,10,18,4,9,27,2,12,12,19,1,8
"ENSMUSG00000082945.1",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000020869.8",2394,2563,4075,4474,3938,3987,3630,2373,4163,3212,3681,1256,2489,3642,1714,1472,3156,3216,1462,1373
"ENSMUSG00000039055.4",18,31,7,34,25,30,11,6,21,8,13,3,8,4,3,2,3,7,1,5
"ENSMUSG00000024414.13",399,393,767,696,709,740,717,479,818,1284,1506,498,988,1344,666,636,1089,1396,625,534
"ENSMUSG00000020868.15",2617,2488,3176,2928,3279,2920,2644,1641,2874,1181,1336,407,988,1321,605,513,1287,1258,506,416
"ENSMUSG00000085051.1",15,14,16,7,12,10,12,1,17,5,8,3,8,8,4,5,12,4,3,3
"ENSMUSG00000056008.1",1,0,2,0,1,3,0,0,0,6,4,1,5,5,2,3,3,4,0,1
"ENSMUSG00000020870.7",14,15,8,17,22,14,15,19,24,2,3,5,3,2,2,3,3,2,3,6
"ENSMUSG00000075611.5",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"ENSMUSG00000075610.9",3,3,3,1,2,0,1,2,2,3,1,1,1,0,0,2,1,1,0,2
"ENSMUSG00000083227.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081478.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081007.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081586.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043522.8",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000064512.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001506.10",498,896,1079,967,746,783,977,409,687,220,689,77,169,366,125,146,191,314,118,172
"ENSMUSG00000089404.1",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001508.15",8,8,19,23,18,10,6,6,21,17,17,6,12,11,8,7,15,12,8,9
"ENSMUSG00000038994.6",5,0,0,0,0,0,0,0,2,1,3,0,0,0,1,2,2,1,0,0
"ENSMUSG00000038976.12",125005,128328,133199,135939,150490,136854,126307,79084,134547,40054,43549,15100,34588,39012,20200,17328,38610,46745,18178,15872
"ENSMUSG00000047181.12",2254,2577,2392,2770,3308,2949,2574,1644,3108,2203,2743,926,1642,2081,1117,929,2355,2206,1111,1011
"ENSMUSG00000038967.13",3344,3366,3875,3854,4518,4113,3615,2380,4041,4286,5242,1836,3419,4923,2253,2034,4334,4886,2069,1835
"ENSMUSG00000087630.1",27,58,43,29,34,40,35,23,43,10,12,5,8,14,4,2,8,7,9,4
"ENSMUSG00000001507.16",1215,1334,1990,1665,1854,1840,1386,1018,1489,809,1156,295,610,1025,401,349,925,710,438,351
"ENSMUSG00000001510.8",4,0,7,4,1,0,2,0,0,3,1,1,2,3,3,0,2,4,0,2
"ENSMUSG00000020871.8",7,6,14,6,9,0,6,5,5,12,10,2,11,16,6,6,12,20,5,6
"ENSMUSG00000086552.3",7,3,6,7,7,0,4,9,3,14,11,0,3,9,2,3,4,5,2,3
"ENSMUSG00000083548.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000085992.1",0,5,1,0,0,2,0,4,0,0,0,0,1,1,0,0,0,1,0,0
"ENSMUSG00000020872.4",10,14,21,27,20,14,17,9,15,2,2,0,1,0,0,0,1,0,0,0
"ENSMUSG00000038909.16",3708,3736,5330,5003,5184,4823,4852,3230,5403,3518,4180,1539,2674,3961,1875,1651,3335,3718,1697,1616
"ENSMUSG00000085143.1",2,3,10,2,9,5,2,3,6,4,4,2,4,5,6,1,1,4,1,0
"ENSMUSG00000085509.1",5,0,0,1,0,3,1,0,2,1,4,1,0,1,1,1,1,4,0,1
"ENSMUSG00000038893.12",405,414,678,582,545,460,444,355,565,303,358,129,242,462,195,166,311,411,162,170
"ENSMUSG00000101258.1",10,7,3,2,4,2,3,2,9,10,10,0,7,10,2,1,8,13,3,5
"ENSMUSG00000020873.13",1703,1597,2295,2021,2304,2295,2151,1396,2451,1842,2239,790,1422,2190,988,920,1787,1942,878,759
"ENSMUSG00000057522.15",2568,2852,5048,4213,4713,4271,3799,2886,4917,7211,9000,3018,6026,8413,3969,3593,7347,8541,3524,3148
"ENSMUSG00000083208.1",0,1,3,0,0,0,11,1,1,0,0,0,2,1,0,0,0,0,0,0
"ENSMUSG00000046719.7",712,1681,1657,2007,1743,2002,1003,351,2045,1039,1189,384,690,984,404,318,1088,385,269,314
"ENSMUSG00000000120.6",208,202,299,240,280,215,221,121,179,107,137,39,68,142,60,40,59,70,35,50
"ENSMUSG00000084856.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038845.11",1896,1961,3297,3200,3060,3362,2975,1799,3286,1836,2245,770,1424,2245,979,914,1847,2154,913,874
"ENSMUSG00000097176.1",12,8,7,7,4,15,0,6,7,4,2,4,6,6,0,1,3,5,1,3
"ENSMUSG00000045075.3",65,48,66,66,71,56,55,35,51,44,77,34,42,79,29,31,68,55,28,31
"ENSMUSG00000086191.1",42,44,44,38,55,61,40,31,60,72,65,23,43,72,23,38,55,93,34,26
"ENSMUSG00000075595.9",3144,3882,5701,5828,5363,4645,4342,3287,5257,2209,2604,929,1949,2617,1365,1163,2376,2549,1198,1039
"ENSMUSG00000075596.2",28,23,45,37,21,41,12,21,35,0,1,0,2,0,0,1,0,4,0,0
"ENSMUSG00000082981.1",1,5,7,4,0,3,10,4,5,0,1,0,2,0,0,0,1,1,1,0
"ENSMUSG00000050860.6",68,47,44,64,85,56,57,24,46,58,61,22,37,79,20,34,54,72,27,48
"ENSMUSG00000018381.15",82,61,99,93,72,78,69,40,70,52,37,14,31,42,21,20,32,49,19,17
"ENSMUSG00000038811.13",20,29,37,25,33,43,13,19,34,66,73,31,47,76,27,38,42,60,34,32
"ENSMUSG00000085578.1",4,5,1,2,4,2,5,0,1,0,0,0,0,2,0,1,0,0,0,0
"ENSMUSG00000086015.1",2,1,4,2,9,7,4,2,2,5,13,3,4,10,5,1,10,6,3,1
"ENSMUSG00000013418.8",5,2,4,1,3,7,3,2,10,6,7,5,5,13,5,3,7,9,8,3
"ENSMUSG00000086255.1",3,0,0,0,0,3,0,0,0,1,2,0,2,1,0,0,0,0,0,2
"ENSMUSG00000088854.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000013415.9",0,3,2,0,3,1,2,2,3,1,4,0,1,2,1,0,0,1,1,2
"ENSMUSG00000093358.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099928.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103376.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000014351.12",2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098425.1",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000006058.10",1158,1215,1780,1882,1758,1893,1674,1154,1901,1868,2344,768,1527,2229,1006,988,1923,2274,906,868
"ENSMUSG00000014349.7",5488,5895,7658,8079,8041,7488,7053,4394,8267,3850,4386,1549,2996,4616,2079,1851,4052,4404,1998,1627
"ENSMUSG00000006057.15",6200,6099,8508,8356,8904,9236,7983,5582,8764,4428,5652,1808,3717,6168,2619,2324,4490,5331,2357,2019
"ENSMUSG00000064795.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
